0,97,176,144,190,
2,246,1207,554,2822,
1,397,1200,1108,2168,
3,506,1747,1193,6635,
5,509,2135,2044,3789,
4,606,2232,2049,8382,
7,710,2950,2158,8986,
6,739,3755,3422,16969,
8,946,3681,3579,10800,
9,968,3739,3739,3659,
10,1021,3968,3767,11342,
11,1246,3794,3794,3744,
13,1303,3878,3788,7526,
12,1448,4115,4034,7769,
15,1500,4515,4363,12892,
14,1607,5262,4609,23482,
16,1708,5314,5242,20961,
17,1773,5511,5339,21439,
18,1864,5872,5520,16513,
19,2091,6456,6145,18237,
20,2170,6520,6408,19207,
21,2263,6797,6546,19719,
23,2304,6857,6857,6757,
22,2442,6911,6750,27082,
24,2499,7156,6945,20757,
25,2775,7392,7381,14263,
26,2876,7482,7301,21974,
28,2963,7696,7696,7396,
27,2976,8285,7774,23243,
30,3057,9347,8325,42549,
29,3114,9682,9390,37744,
31,3195,9853,9802,19405,
32,3475,10165,9772,49068,
33,3584,10137,10086,20143,
36,3619,10432,10402,20504,
34,3664,10499,10398,20787,
35,3711,11083,10572,31608,
38,3869,11228,11026,44277,
37,3942,11267,11165,33498,
39,4161,11351,11138,55838,
41,4220,11423,11322,33948,
42,4257,11486,11486,11386,
40,4280,12656,11964,47641,
43,4408,13249,13028,51903,
44,4409,13651,13369,53630,
45,4558,13813,13511,40626,
47,4734,14439,13837,70101,
46,4768,15067,14435,58724,
49,5057,15690,15278,60997,
48,5088,16041,15740,63162,
,,,,,2.3652964
