0,72,72,10
2,416,114,90
5,556,341,40
8,903,57,10
11,1115,171,130
12,1458,154,80
17,1934,193,90
18,2058,544,230
9,1144,1658,200
13,1313,1690,440
15,1622,1883,300
10,1020,2786,310
4,544,3562,300
7,814,3592,310
6,784,4224,530
16,1675,3834,900
19,2095,3915,500
14,1520,4990,600
1,226,6786,1310
3,556,6956,870
