0,11,627,590
2,299,666,320
1,323,939,290
3,487,961,180
4,650,829,30
5,668,1776,960
6,722,1843,120
7,832,2266,530
8,961,2460,320
10,1028,2692,300
9,1125,2696,100
12,1207,2715,100
11,1297,3376,750
14,1418,3568,310
13,1420,3868,300
15,1590,3860,160
16,1819,4032,400
17,1840,4513,500
18,2055,4999,700
19,2150,4956,50
