0,98,343,221,153,
1,103,1045,140,255,
2,460,1123,872,753,
5,520,2276,1073,1066,
3,599,2308,2207,2198,
4,645,2885,2763,2265,
6,807,3489,2734,2729,
8,844,3724,3462,3454,
7,981,3668,3668,3588,
9,1097,3693,3602,3553,
11,1167,4055,3924,3625,
10,1245,4219,3987,3979,
13,1371,4748,4393,4098,
12,1442,5570,4687,4680,
14,1663,5591,5378,5351,
15,1678,5697,5697,5577,
17,1782,5825,5602,5595,
16,1854,5873,5873,5753,
19,1954,6656,5974,5776,
18,2038,6963,6662,6573,
21,2101,7714,7101,6904,
20,2287,8050,7538,7530,
22,2427,8042,8011,7912,
24,2464,8717,8305,8007,
23,2531,9543,8771,8653,
25,2532,9573,9552,9543,
27,2756,9782,9450,9352,
26,2795,10134,10043,9744,
28,2853,10197,10197,10077,
29,3037,10093,10062,10013,
31,3245,10107,9896,9887,
30,3269,10104,10093,10084,
32,3279,10925,10594,10095,
33,3527,11378,10877,10678,
36,3689,11721,11338,11221,
34,3693,12429,12217,11719,
35,3710,13294,12492,12414,
37,3879,13489,13176,13129,
38,3929,14170,13449,13440,
39,4014,15018,14586,14088,
40,4133,15101,14909,14901,
41,4256,15660,15067,14980,
42,4429,16279,15987,15489,
44,4443,17238,16465,16268,
43,4574,17577,17185,17097,
46,4671,17992,17992,17492,
45,4735,18260,18049,17930,
47,4879,18316,18316,18116,
49,4987,19710,18707,18210,
48,5066,20084,19641,19634,
50,5243,20008,20008,19908,
51,5259,20235,20113,19995,
52,5349,21467,20645,20147,
53,5482,21697,21365,21337,
55,5560,21819,21819,21619,
56,5644,21837,21816,21737,
54,5676,21926,21926,21806,
57,5818,22036,21794,21786,
58,5913,22042,22042,21942,
59,6030,22446,21935,21926,
60,6203,22283,22283,22273,
62,6249,22529,22248,22239,
61,6312,22898,22666,22468,
63,6540,23261,23170,22671,
64,6677,23595,23204,23125,
,,,,,2.1467023
