5,654,96,96,86,
2,311,620,325,1395,
15,1507,198,46,184,
13,1513,274,274,458,
19,2092,110,110,180,
22,2211,122,122,42,
27,2909,152,59,273,
29,3074,78,78,68,
31,3176,77,77,67,
30,3233,71,71,21,
24,2412,994,114,1012,
28,2986,520,155,1005,
34,3486,224,224,542,
36,3726,305,305,490,
41,4167,98,98,18,
38,3980,721,73,2069,
49,5103,286,144,804,
54,5647,134,53,221,
55,5720,124,74,138,
60,6009,47,47,74,
62,6301,139,139,89,
66,6645,108,108,126,
67,6741,154,154,322,
68,7087,133,133,53,
71,7268,100,100,70,
72,7382,422,98,697,
79,8129,129,129,158,
85,8578,239,238,148,
89,9121,203,152,579,
93,9528,69,69,19,
97,9785,45,45,35,
98,9840,170,170,210,
92,9325,1009,221,3997,
76,7876,2660,2660,7780,
86,8609,2127,2127,2027,
82,8485,2352,17,2338,
48,4894,6551,1376,16990,
3,379,11191,11191,22212,
51,5254,6794,54,16218,
53,5352,6816,6816,20218,
59,5958,6330,432,12782,
37,3747,9146,9146,9026,
23,2549,11794,11794,23388,
25,2550,12276,409,24661,
16,1783,13164,13,25040,
61,6240,9304,9304,27562,
14,1407,14526,180,55051,
81,8240,8106,30,23928,
73,7590,9156,132,9008,
40,4210,12742,12742,25204,
77,7972,9377,9377,18434,
1,299,17458,236,69588,
44,4539,13415,13415,26620,
46,4848,13307,188,39729,
21,2178,16380,16380,16180,
90,9188,9764,9764,29032,
8,978,18183,9666,64924,
4,695,18667,18667,18467,
84,8466,11189,48,10927,
20,2174,17788,432,20190,
91,9122,11133,5093,42985,
47,4889,15671,1047,35183,
32,3480,17983,47,31595,
64,6404,15356,67,15093,
65,6548,15513,508,46537,
26,2648,19717,128,40114,
57,5992,16971,16971,50513,
80,8129,15432,15432,30364,
33,3556,20312,12192,92780,
58,5960,18206,14898,83584,
78,7916,16849,89,49644,
83,8440,16627,52,38426,
70,7195,18172,5815,29372,
9,1079,26199,26199,77697,
39,4185,23591,606,48340,
88,8814,19458,204,19380,
11,1246,27535,27535,81935,
52,5245,24032,24032,47514,
95,9745,20029,20029,79246,
43,4356,25924,526,77518,
42,4444,26837,1149,29524,
50,5130,26650,26650,52300,
6,803,31482,31482,93436,
18,1851,30934,30934,123166,
35,3798,29487,23,72962,
75,7642,26138,26138,77624,
45,4582,29703,9518,77692,
94,9587,25193,25193,99682,
10,1193,34096,296,47280,
99,9953,25827,199,53685,
17,1774,34515,34515,34015,
87,8850,27934,27934,83172,
56,5882,31405,154,124874,
12,1472,36320,416,72842,
69,7175,31111,163,41704,
63,6570,32218,6200,133902,
96,9616,29670,113,88173,
0,236,39515,69,118084,
74,7444,32844,9102,74010,
7,708,40088,20457,120826,
,,,,,2.4510405
