3,432,283,162,691,
4,698,40,40,60,
6,651,152,99,191,
8,912,188,136,402,
20,2113,304,143,317,
25,2743,178,178,88,
36,3777,91,91,81,
39,3949,152,50,224,
45,4667,730,53,1303,
53,5566,124,43,77,
21,2386,3623,3623,3523,
59,5980,104,104,24,
60,6018,96,96,66,
58,6039,457,255,1246,
62,6494,275,64,649,
26,2863,4344,4344,17016,
23,2382,4947,85,4862,
19,2191,5260,5260,20730,
22,2437,5134,5134,25220,
43,4307,3622,70,7245,
12,1364,6931,6931,6811,
33,3580,5556,35,21446,
37,3818,5558,140,5488,
50,5078,4497,4497,4297,
7,731,9051,9051,35714,
40,4255,5923,100,11656,
34,3684,7299,42,14373,
1,257,10932,8281,47513,
52,5486,6098,6098,11896,
49,4990,6794,6794,6594,
57,5719,6466,6466,6266,
56,5759,6626,143,6519,
47,4854,8736,3195,24441,
29,3184,10609,138,41222,
9,1107,12890,12890,25480,
5,605,13593,13593,40339,
46,4843,9749,2965,27850,
14,1601,13197,86,13374,
41,4149,10944,114,21746,
63,6551,8842,8842,43380,
61,6105,11393,11393,11093,
35,3554,15150,964,45944,
42,4327,14677,11369,36815,
54,5656,13647,44,53872,
30,3086,17122,5085,71861,
2,341,20173,20173,19873,
28,2830,17980,102,18138,
16,1709,19402,191,19193,
27,2767,18644,11628,54923,
48,4924,16984,5455,55617,
11,1279,21136,176,71465,
13,1435,21480,21480,106160,
24,2456,21460,15348,92652,
15,1564,22853,11229,90087,
64,6692,18219,208,54235,
0,106,25256,133,75141,
10,1000,24920,10991,109461,
44,4443,21973,21973,109175,
38,3894,23523,75,23295,
31,3305,24615,24615,24115,
17,1782,26640,26640,26140,
51,5119,23799,47,70604,
18,1994,27430,19,76210,
55,5727,24191,1959,25530,
32,3456,26966,128,26514,
,,,,,2.1359096
