5,553,30,30,20,
4,463,110,110,60,
1,200,586,586,486,
0,144,782,116,362,
6,619,648,65,318,
13,1370,60,60,50,
14,1541,161,160,71,
24,2589,143,52,53,
20,2153,740,13,510,
16,1889,1347,236,1187,
25,2582,1067,70,967,
41,4109,145,145,95,
40,4286,139,89,59,
44,4433,92,92,82,
37,3770,957,60,567,
46,4796,81,31,21,
49,5064,1062,34,942,
54,5427,799,34,509,
62,6278,80,69,60,
22,2447,4033,53,3803,
32,3403,3749,64,3599,
21,2118,5396,38,5016,
19,2175,5460,52,5020,
43,4544,3331,435,2991,
52,5289,2706,2705,2586,
51,5226,2889,24,2759,
55,5627,2729,45,2439,
39,4141,4457,32,4207,
60,6189,3130,47,2800,
64,6493,3025,135,2495,
33,3525,6195,6195,5995,
9,1119,9003,169,8653,
17,1969,8354,95,8114,
18,1995,8929,636,8559,
36,3613,7511,56,6951,
34,3686,7839,44,7629,
42,4438,7487,118,7077,
50,5006,7119,134,6789,
47,4932,7393,56,7183,
23,2374,10354,95,9874,
53,5567,7359,7359,7159,
28,3041,10187,84,9847,
30,3178,10350,88,9840,
57,5877,8251,148,7901,
12,1380,13350,141,12960,
8,879,14152,14151,13852,
35,3639,11691,20,11201,
61,6250,9680,9680,9380,
63,6475,9755,12,9035,
27,2957,13876,26,13236,
58,5885,11548,59,11228,
3,345,17591,17591,17091,
59,5938,12495,16,11735,
15,1738,17198,115,16148,
45,4710,14724,106,14034,
48,5033,14902,86,14382,
11,1261,19176,17,18066,
29,3198,17739,48,16919,
10,1132,20806,187,20226,
26,2898,19541,19541,19041,
2,226,22714,86,21804,
7,765,22675,30,22115,
38,3881,20058,90,19318,
31,3266,21174,81,20094,
56,5783,19156,40,18016,
,,,,,2.6059415
