2,341,33,33,3,
9,968,242,41,42,
15,1595,130,49,40,
16,1753,84,73,64,
13,1333,694,483,414,
18,1960,199,78,69,
26,2713,263,40,123,
25,2675,804,68,484,
35,3509,82,81,32,
37,3779,164,163,84,
42,4440,127,46,37,
6,685,3983,120,3873,
19,2002,2767,2767,2667,
48,4858,192,31,2,
51,5104,148,37,28,
55,5719,259,117,159,
62,6232,48,48,38,
60,6188,142,81,42,
59,6140,694,79,444,
63,6340,585,81,325,
58,6026,999,92,849,
61,6296,830,829,730,
20,2175,5052,5052,4952,
52,5375,2072,2072,1952,
50,5082,2485,251,2285,
14,1420,6269,123,5969,
49,5197,2611,2611,2491,
34,3651,4759,109,4559,
8,1018,7633,7633,7513,
45,4748,4624,70,4244,
3,555,9419,331,9069,
36,3890,6285,63,5975,
12,1280,9296,41,8936,
4,518,10258,318,9948,
56,5870,5106,198,4596,
64,6611,5366,62,4876,
29,3085,9094,152,8814,
5,668,11711,11711,11511,
33,3422,9157,87,8897,
32,3294,9486,94,8996,
39,4015,9365,48,8955,
40,4229,9752,75,9452,
46,4807,9775,21,9455,
23,2321,12463,201,12013,
24,2626,12758,269,12118,
27,2750,12935,14,12275,
31,3232,12753,16,12323,
57,5761,10524,65,10074,
38,4074,12512,4698,11892,
28,2973,13914,83,13234,
10,1006,16181,16181,15881,
53,5520,11966,104,11396,
0,84,17683,108,17053,
44,4664,14224,9718,13524,
11,1255,18134,147,17234,
43,4357,15532,119,14532,
47,4829,15561,21,14671,
21,2226,18665,44,18075,
7,932,20459,46,19599,
54,5632,16259,53,15729,
1,273,22619,71,21509,
41,4127,19265,67,18235,
30,3112,21282,45,19872,
17,1963,22931,3854,21831,
22,2286,23108,75,22518,
,,,,,2.5594583
