5,557,23,23,13,
1,273,260,118,30,
4,595,58,57,48,
2,493,445,150,305,
11,1240,74,73,64,
15,1673,48,16,8,
12,1348,464,67,364,
17,1911,176,94,86,
19,2046,51,51,41,
14,1630,950,48,840,
23,2547,659,236,449,
10,1013,2435,35,2065,
24,2572,1119,40,689,
8,973,2839,1022,2289,
21,2205,2007,144,1657,
13,1360,3053,44,2683,
9,1044,4472,16,3992,
16,1738,4078,84,3388,
22,2422,3695,57,3365,
7,812,5606,4103,4706,
18,1939,4979,4979,4479,
20,2209,5710,5710,5210,
3,450,7971,142,6771,
6,742,8179,12,7279,
0,255,9115,9115,8615,
,,,,,2.6522386
