0,199,1885,677,1465,
4,570,1688,1607,1558,
1,359,2400,237,1680,
7,733,2749,2527,2029,
5,765,2998,2797,2718,
6,826,4240,3238,2940,
8,950,4507,4416,4117,
9,1063,5716,4985,4896,
10,1182,6009,5998,5899,
11,1255,7527,6526,6437,
3,391,8593,841,7083,
13,1415,7970,7599,7570,
12,1469,8017,8016,7917,
14,1550,8627,8026,7937,
15,1705,8523,8523,8473,
2,423,10306,1110,9416,
16,1846,9214,8932,8884,
17,1854,9408,9287,9208,
18,2049,9413,9413,9213,
19,2055,10160,9458,9410,
20,2177,10961,10048,10041,
21,2312,11337,10836,10827,
22,2383,11566,11566,11266,
23,2456,11504,11504,11494,
25,2636,11926,11374,11326,
24,2690,12275,11882,11875,
27,2888,12087,12087,12077,
26,2896,13192,12179,12082,
28,3087,13862,13050,13002,
29,3124,14627,13926,13827,
30,3166,14747,14615,14587,
33,3327,14958,14886,14588,
31,3384,15693,15021,14903,
32,3419,15719,15708,15659,
34,3526,15693,15692,15613,
35,3643,15586,15586,15576,
36,3714,15725,15715,15515,
37,3785,15945,15744,15655,
39,3951,15980,15980,15780,
38,4015,16477,15966,15917,
40,4180,16393,16393,16313,
42,4243,17182,16450,16332,
41,4345,18053,17180,17083,
43,4368,18452,18110,18032,
44,4527,19217,18393,18297,
,,,,,1.8947369
