1,322,370,279,230,
3,325,488,488,368,
5,719,1469,1469,1349,
6,764,1535,1504,1425,
8,889,1772,1772,1722,
2,373,2589,761,2089,
10,1113,2159,2149,1849,
9,1154,2499,2419,2119,
11,1268,3228,2506,2388,
12,1351,3455,3444,3145,
0,272,5014,1041,4314,
13,1579,4429,4328,4229,
14,1690,4869,4418,4319,
15,1705,4956,4865,4856,
16,1743,5429,4998,4919,
17,1825,5388,5377,5348,
19,1935,5578,5578,5278,
18,1991,5532,5532,5522,
4,557,7268,1139,6098,
20,2223,5772,5681,5602,
22,2251,6435,6244,5745,
21,2314,6644,6473,6374,
23,2347,6923,6622,6613,
24,2539,7112,6740,6732,
7,842,9311,1547,8621,
25,2656,7505,7505,7495,
26,2827,7426,7345,7336,
28,2856,8189,7407,7399,
27,2892,8934,8652,8154,
29,2985,8933,8852,8843,
31,3106,8822,8822,8812,
30,3201,9178,8757,8728,
32,3496,9225,8964,8885,
33,3523,9930,9318,9200,
35,3603,10561,9950,9851,
34,3648,10607,10606,10517,
37,3756,10598,10598,10498,
36,3899,10987,10535,10457,
40,4000,11758,11087,10888,
38,4025,11954,11743,11734,
39,4096,12675,11894,11885,
41,4185,12777,12676,12587,
42,4224,12959,12828,12739,
44,4440,13144,12833,12744,
43,4560,13205,13034,13025,
45,4719,13597,13076,13047,
46,4893,13895,13454,13425,
47,4897,15073,14391,13893,
48,4973,15088,15078,14998,
49,5097,15096,14974,14966,
51,5230,15083,15083,14963,
50,5298,16437,15315,15017,
53,5319,16426,16426,16416,
52,5407,16530,16348,16340,
54,5667,16982,16280,16272,
55,5777,17092,16971,16872,
57,5803,17478,17157,17068,
56,5874,17788,17417,17408,
58,5960,17953,17902,17703,
59,6173,18482,17820,17742,
60,6262,18704,18693,18394,
61,6377,18679,18598,18589,
62,6403,18984,18853,18654,
63,6448,20031,19239,18941,
64,6540,20070,20019,19940,
65,6543,20157,20157,20067,
66,6717,21235,20033,19985,
67,6836,21397,21216,21117,
68,6915,22620,21819,21320,
70,7070,22916,22554,22466,
69,7148,23841,22919,22841,
71,7257,24614,24232,23734,
72,7396,24605,24575,24475,
73,7554,25799,24948,24449,
76,7615,26378,25857,25738,
74,7667,26378,26378,26328,
75,7714,27122,26380,26332,
77,7922,27926,27415,26916,
79,7930,28249,27997,27919,
78,8017,28223,28213,28163,
80,8039,28893,28211,28203,
81,8117,29036,28935,28816,
83,8375,29840,29279,28780,
82,8490,30417,29925,29727,
84,8543,30454,30454,30364,
85,8661,30427,30426,30337,
86,8669,30539,30539,30419,
87,8752,30967,30546,30457,
88,8862,30977,30977,30857,
90,9049,31352,30871,30792,
91,9148,31284,31284,31254,
89,9174,31799,31288,31259,
92,9317,32868,31776,31658,
93,9418,33278,33067,32768,
95,9533,33663,33243,33163,
94,9664,34196,33564,33536,
96,9669,34470,34270,34190,
97,9802,34529,34347,34339,
99,9935,35057,34486,34397,
98,10028,35015,35015,34965,
100,10169,34964,34884,34874,
101,10244,34910,34899,34890,
102,10265,35060,34969,34890,
103,10319,35197,35096,35007,
104,10505,35643,35132,35013,
,,,,,2.2748444
