0,0,25,25,15,
1,207,243,81,3,
2,370,553,181,83,
4,407,1227,715,517,
3,460,1696,1675,1176,
7,706,1499,1499,1449,
5,763,2115,1523,1445,
6,806,2574,2172,2074,
8,991,2560,2399,2390,
9,1006,3056,2845,2546,
10,1015,4399,3548,3049,
11,1244,4411,4370,4171,
13,1338,4758,4347,4318,
12,1361,5236,4825,4736,
14,1596,5922,5091,5002,
16,1653,6278,5877,5868,
15,1700,7823,6731,6233,
19,1905,7788,7707,7618,
17,1908,8026,7906,7786,
18,2057,8038,7887,7878,
20,2151,8345,7953,7945,
22,2228,9010,8569,8270,
21,2334,9304,9104,8904,
23,2349,9731,9410,9291,
24,2596,10266,9565,9486,
25,2623,10470,10249,10240,
26,2668,11066,10475,10426,
27,2936,10829,10829,10799,
29,2979,11087,10906,10787,
28,3099,11929,11047,10969,
30,3262,12098,11776,11768,
31,3268,12533,12192,12093,
32,3307,13095,12504,12495,
34,3509,13383,13092,12893,
33,3556,13588,13538,13338,
35,3673,14172,13571,13472,
37,3738,14678,14157,14108,
36,3890,14727,14727,14527,
38,3931,15897,14885,14687,
39,4041,15878,15797,15788,
41,4121,16930,15808,15800,
40,4150,17504,17203,16904,
42,4425,17318,17318,17228,
43,4584,17249,17249,17159,
44,4647,17417,17387,17187,
46,4695,17870,17870,17370,
45,4768,18097,18097,17797,
47,4833,18232,18232,18032,
48,5033,18073,18063,18033,
49,5119,18499,18287,17989,
50,5149,18830,18519,18470,
51,5382,18638,18607,18598,
53,5448,19072,19072,18572,
52,5464,19567,19256,19057,
54,5572,19779,19578,19459,
55,5679,19773,19773,19673,
56,5704,20389,19868,19749,
57,5745,20530,20449,20350,
58,5850,21086,20514,20426,
59,6047,21282,21090,20892,
60,6102,21618,21527,21228,
62,6266,21915,21504,21455,
61,6296,23086,21975,21886,
65,6502,22931,22931,22881,
64,6510,23394,23013,22924,
63,6517,23418,23418,23388,
66,6775,23341,23240,23161,
68,6811,23365,23315,23305,
67,6919,23369,23268,23259,
69,7070,23630,23298,23220,
71,7169,23871,23561,23531,
70,7222,24181,23829,23821,
72,7321,24583,24382,24083,
73,7479,25126,24526,24426,
76,7607,25410,25029,25000,
74,7667,25429,25379,25349,
75,7773,25335,25335,25325,
77,7920,25237,25237,25187,
79,8011,25437,25346,25147,
78,8071,25768,25677,25378,
80,8275,26216,25574,25566,
82,8297,26304,26204,26194,
81,8358,26355,26294,26245,
83,8555,26970,26278,26160,
85,8565,27091,27040,26961,
84,8592,27654,27564,27064,
87,8792,27965,27465,27455,
86,8868,28139,27939,27889,
88,8933,28155,28155,28075,
89,9169,28100,27969,27920,
90,9178,28101,28101,28091,
92,9308,28191,28090,27971,
91,9399,28371,28180,28101,
93,9500,28781,28770,28271,
95,9571,29401,29010,28711,
94,9628,29744,29544,29344,
96,9813,29960,29660,29560,
98,9936,30148,29887,29838,
97,9949,30817,30256,30137,
99,10032,31434,31234,30734,
101,10101,31807,31396,31367,
102,10200,31718,31718,31708,
100,10281,31698,31648,31638,
103,10499,31662,31530,31482,
104,10611,31730,31650,31550,
,,,,,2.479339
